Catalog Number,Product Name,Product Type,Channel,Species Name,Gene Symbol,Gene Name,Accession,Probe Pairs,Probe Region Begin,Probe Region End 
474908-C2,RNAscope® 2.5 LS Probe - Hs-KRT16-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,KRT16,keratin 16,NM_005557.3,4,2,1050
474928-C2,RNAscope® 2.5 LS Probe - Mm-Runx1t1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Runx1t1,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",NM_001111027.2,20,689,2399
474968-C2,RNAscope® 2.5 LS Probe - Hsa-LOC105187295-C2,RNAscope LS 2.5 Target Probes,2,Harpegnathos saltator,LOC105187295,ecdysone receptor-like,XM_011148024.1,20,1163,2274
475068-C2,RNAscope® 2.5 LS Probe - Dm-prc-C2,RNAscope LS 2.5 Target Probes,2,Drosophila melanogaster,prc,pericardin,NM_079919.3,20,2793,3986
475078-C2,RNAscope® 2.5 LS Probe - Dm-sei-C2,RNAscope LS 2.5 Target Probes,2,Drosophila melanogaster,sei,seizure,NM_057365.4,20,1066,2019
475088-C2,RNAscope® 2.5 LS Probe - Dm-odd-C2,RNAscope LS 2.5 Target Probes,2,Drosophila melanogaster,odd,odd skipped,NM_164546.2,20,208,1571
475158-C2,RNAscope® 2.5 LS Probe - B-E.Coli-16SrRNA-O1-C2,RNAscope LS 2.5 Target Probes,2,Lawsonia intracellularis N343,16SrRNA,16SrRNA,gb|CP008801.1|:4018665-4020205,1,1324,1489
475238-C2,RNAscope® 2.5 LS Probe - Hs-PRKCD-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,PRKCD,protein kinase C delta,NM_006254.3,20,625,1484
475258-C3,RNAscope® 2.5 LS Probe - Mm-Gper1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Gper1,G protein-coupled estrogen receptor 1,NM_029771.3,20,722,1673
475268-C2,RNAscope® 2.5 LS Probe - Mm-Nr3c1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Nr3c1,"nuclear receptor subfamily 3, group C, member 1",NM_008173.3,20,667,2175
475278-C2,RNAscope® 2.5 LS Probe - Mm-Inhbb-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Inhbb,inhibin beta-B,NM_008381.3,20,1428,2387
475318-C2,RNAscope® 2.5 LS Probe - V-HDV-SDAg-C2,RNAscope LS 2.5 Target Probes,2,Hepatitis delta virus,SDAg,Hepatitis D Virus complete genome,AJ000558.1,7,1232,1581
475328-C3,RNAscope® 2.5 LS Probe - V-HDV-Antigenome-C3,RNAscope LS 2.5 Target Probes,3,Hepatitis delta virus,V-HDV-Antigenome,Hepatitis D Virus complete genome,AJ000558.1,7,37,383
475338-C2,RNAscope® 2.5 LS Probe - Mm-Ecel1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Ecel1,endothelin converting enzyme-like 1,NM_001277925.1,20,879,1992
475338-C3,RNAscope® 2.5 LS Probe - Mm-Ecel1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Ecel1,endothelin converting enzyme-like 1,NM_001277925.1,20,879,1992
475358-C2,RNAscope® 2.5 LS Probe - Cam-CAPS-C2,RNAscope LS 2.5 Target Probes,2,Other,CAPS,CAPS,,13,2,850
475388-C3,RNAscope® 2.5 LS Probe - B-S.aureus-Cas9-C3,RNAscope LS 2.5 Target Probes,3,Lawsonia intracellularis N343,customer provided sequence,Cas9,,20,1805,2774
475498-C2,RNAscope® 2.5 LS Probe - Dr-szl-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,szl,sizzled,NM_181663.1,20,119,1399
475508-C2,RNAscope® 2.5 LS Probe - Dr-tll1-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,tll1,tolloid-like 1,NM_131010.1,20,406,1566
475518-C2,RNAscope® 2.5 LS Probe - Dr-tp63-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,tp63,tumor protein p63,NM_152986.1,20,430,1372
475518-C3,RNAscope® 2.5 LS Probe - Dr-tp63-C3,RNAscope LS 2.5 Target Probes,3,Danio rerio,tp63,tumor protein p63,NM_152986.1,20,430,1372
475648-C2,RNAscope® 2.5 LS Probe - EGFP-O2-C2,RNAscope LS 2.5 Target Probes,2,Other,eGFP,eGFP,,5,654,873
475688-C2,RNAscope® 2.5 LS Probe - Mm-Kcnk9-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Kcnk9,"potassium channel, subfamily K, member 9",NM_001033876.1,19,2,1192
475778-C3,RNAscope® 2.5 LS Probe - Rn-Nes-C3,RNAscope LS 2.5 Target Probes,3,Rattus norvegicus,Nes,nestin,NM_001308239.1,20,2,1315
475838-C3,RNAscope® 2.5 LS Probe - Mm-Cdsn-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Cdsn,corneodesmosin,NM_001008424.2,20,60,984
475848-C2,RNAscope® 2.5 LS Probe - Mm-Lif-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Lif,leukemia inhibitory factor,NM_008501.2,20,101,958
475898-C2,RNAscope® 2.5 LS Probe - Hs-HLA-DRA-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,HLA-DRA,"major histocompatibility complex, class II, DR alpha",NM_019111.4,20,28,1127
475928-C2,RNAscope® 2.5 LS Probe - Hs-SPCS1-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,SPCS1,signal peptidase complex subunit 1,NM_014041.3,17,108,1083
475938-C2,RNAscope® 2.5 LS Probe - Mm-Spcs1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Spcs1,signal peptidase complex subunit 1 homolog (S. cerevisiae),NM_026911.3,14,83,999
476018-C2,RNAscope® 2.5 LS Probe - Mm-Styk1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Styk1,serine/threonine/tyrosine kinase 1,NM_172891.2,20,1313,2277
476078-C3,RNAscope® 2.5 LS Probe - Mm-Kcna3-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Kcna3,,NM_008418.2,13,470,1959
476088-C2,RNAscope® 2.5 LS Probe - Mm-Cdk1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Cdk1,,NM_007659.3,20,58,1159
476128-C3,RNAscope® 2.5 LS Probe - V-HIV1-gag-C3,RNAscope LS 2.5 Target Probes,3,Human immunodeficiency virus 1,gag,"HIV-1 clone NL43I151V from USA, complete genome",KM390026.1,20,1022,2040
476208-C2,RNAscope® 2.5 LS Probe - Mm-Cd44-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Cd44,,NM_009851.2,20,2,947
476208-C3,RNAscope® 2.5 LS Probe - Mm-Cd44-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Cd44,,NM_009851.2,20,2,947
476218-C3,RNAscope® 2.5 LS Probe - Mm-Il6st-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Il6st,interleukin 6 signal transducer,NM_010560.3,20,312,1247
476258-C2,RNAscope® 2.5 LS Probe - Mm-Kcnma1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Kcnma1,,NM_001253358.1,20,538,1501
476288-C3,RNAscope® 2.5 LS Probe - Mm-Gnrh1-O1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Gnrh1,gonadotropin releasing hormone 1,XM_006518564.3,16,81,914
476298-C3,RNAscope® 2.5 LS Probe - Mm-Kiss1-O1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Kiss1,KiSS-1 metastasis-suppressor,XM_006529679.2,20,121,1376
476308-C2,RNAscope® 2.5 LS Probe - Mm-Umod-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Umod,uromodulin,NM_009470.5,20,221,1039
476308-C3,RNAscope® 2.5 LS Probe - Mm-Umod-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Umod,uromodulin,NM_009470.5,20,221,1039
476328-C3,RNAscope® 2.5 LS Probe - Mm-Ascl1-CDS-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Ascl1,achaete-scute family bHLH transcription factor 1,NM_008553.4,9,615,1283
476348-C3,RNAscope® 2.5 LS Probe - Hs-SFRP2-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,SFRP2,secreted frizzled related protein 2,NM_003013.2,20,692,1648
476358-C2,RNAscope® 2.5 LS Probe - Hs-FOXI1-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,FOXI1,forkhead box I1,NM_012188.4,20,1057,1973
476368-C2,RNAscope® 2.5 LS Probe - Mm-Wdr45-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Wdr45,WD repeat domain 45,NM_001290792.1,20,412,1273
476388-C2,RNAscope® 2.5 LS Probe - Mm-Wipi1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Wipi1,"WD repeat domain, phosphoinositide interacting 1",NM_145940.2,20,114,1012
476408-C2,RNAscope® 2.5 LS Probe - Dr-bmp1a-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,bmp1a,bone morphogenetic protein 1a,NM_001040037.1,20,645,1714
476418-C2,RNAscope® 2.5 LS Probe - Dr-bmper-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,bmper,BMP binding endothelial regulator,NM_001020487.2,20,2,953
476428-C2,RNAscope® 2.5 LS Probe - Dr-foxi1-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,foxi1,forkhead box i1,NM_181735.1,20,263,1335
476438-C2,RNAscope® 2.5 LS Probe - Dr-fstl1b-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,fstl1b,follistatin-like 1b,NM_001039621.1,20,2,1057
476458-C2,RNAscope® 2.5 LS Probe - Hs-PDCD5-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,PDCD5,programmed cell death 5,NM_004708.3,8,55,511
476558-C2,RNAscope® 2.5 LS Probe - Hs-THRB-intron5-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,THRB,range=chr3:24152491-24190073 5'pad=0 3'pad=0 strand=- repeatMasking=none,hg38_range=chr3:24152491-24190073 5'pad=0 3'pad=0 strand=-,10,24601,25063
476588-C2,RNAscope® 2.5 LS Probe - Rn-Slc2a4-C2,RNAscope LS 2.5 Target Probes,2,Rattus norvegicus,Slc2a4,solute carrier family 2 member 4,NM_012751.1,20,146,1246
476608-C3,RNAscope® 2.5 LS Probe - Hs-E2F3-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,E2F3,E2F transcription factor 3,NM_001949.4,20,1897,2890
476648-C2,RNAscope® 2.5 LS Probe - Dr-msx1b-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,msx1b,muscle segment homeobox 1b,NM_131260.1,18,3,1270
476658-C2,RNAscope® 2.5 LS Probe - Dr-nog1-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,nog1,noggin 1,NM_130983.2,20,2,1328
476718-C2,RNAscope® 2.5 LS Probe - Rn-Slc17a8-C2,RNAscope LS 2.5 Target Probes,2,Rattus norvegicus,Slc17a8,solute carrier family 17 member 8,NM_153725.1,20,1125,2435
476718-C3,RNAscope® 2.5 LS Probe - Rn-Slc17a8-C3,RNAscope LS 2.5 Target Probes,3,Rattus norvegicus,Slc17a8,solute carrier family 17 member 8,NM_153725.1,20,1125,2435
476738-C3,RNAscope® 2.5 LS Probe - Mm-Akr1b3-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Akr1b3,"aldo-keto reductase family 1, member B3 (aldose reductase)",NM_009658.3,20,2,999
476758-C3,RNAscope® 2.5 LS Probe - Mm-C3ar1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,C3ar1,complement component 3a receptor 1,NM_009779.2,20,520,1500
476768-C2,RNAscope® 2.5 LS Probe - Dm-shg-C2,RNAscope LS 2.5 Target Probes,2,Drosophila melanogaster,shg,shotgun,NM_057374.3,20,872,1996
476778-C3,RNAscope® 2.5 LS Probe - Dm-N-C3,RNAscope LS 2.5 Target Probes,3,Drosophila melanogaster,N,Notch,NM_057511.4,20,1194,2841
476788-C3,RNAscope® 2.5 LS Probe Dm-esg-C3,RNAscope LS 2.5 Target Probes,3,Drosophila melanogaster,esg,escargot,NM_057252.4,20,2,1796
476848-C2,RNAscope® 2.5 LS Probe - Mm-Slc12a1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Slc12a1,"solute carrier family 12, member 1",NM_183354.2,20,1050,2083
476868-C2,RNAscope® 2.5 LS Probe - Hs-SRY-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,SRY,sex determining region Y,NM_003140.2,18,2,818
476868-C4,RNAscope® 2.5 LS Probe - Hs-SRY-C4,RNAscope LS 2.5 Target Probes,4,Homo sapiens,SRY,sex determining region Y,NM_003140.2,18,2,818
476938-C2,RNAscope® 2.5 LS Probe - Hs-CRP-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,CRP,"C-reactive protein, pentraxin-related",NM_000567.2,20,2,1082
477028-C2,RNAscope® 2.5 LS Probe - Hs-PPP1R1B-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,PPP1R1B,protein phosphatase 1 regulatory inhibitor subunit 1B,NM_032192.3,20,905,1843
477058-C2,RNAscope® 2.5 LS Probe - Hs-CREB3-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,CREB3,cAMP responsive element binding protein 3,NM_006368.4,20,240,1469
477298-C2,RNAscope® 2.5 LS Probe - Hs-PTK2-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,PTK2,protein tyrosine kinase 2,NM_153831.3,20,924,1906
477398-C2,RNAscope® 2.5 LS Probe - Hs-RS1-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,RS1,retinoschisin 1,NM_000330.3,20,2,1193
477458-C2,RNAscope® 2.5 LS Probe - Hs-PLD2-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,PLD2,"Homo sapiens phospholipase D2 (PLD2), transcript variant 1, mRNA",NM_002663.4,20,595,1507
477658-C3,RNAscope® 2.5 LS Probe - Hs-SOX2-OT-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,SOX2-OT,SOX2 overlapping transcript,NR_075091.1,20,2,1008
477698-C2,RNAscope® 2.5 LS Probe - Mm-Scg2-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Scg2,secretogranin II,NM_009129.2,20,20,1136
477718-C2,RNAscope® 2.5 LS Probe - Rn-Myog-C2,RNAscope LS 2.5 Target Probes,2,Rattus norvegicus,Myog,myogenin,NM_017115.2,20,182,1187
477728-C2,RNAscope® 2.5 LS Probe - Rn-Ramp1-C2,RNAscope LS 2.5 Target Probes,2,Rattus norvegicus,Ramp1,receptor activity modifying protein 1,NM_031645.1,15,96,808
477738-C2,RNAscope® 2.5 LS Probe - Rn-Ramp3-C2,RNAscope LS 2.5 Target Probes,2,Rattus norvegicus,Ramp3,receptor (G protein-coupled) activity modifying protein 3,NM_020100.2,20,298,1215
477738-C3,RNAscopeÂ® 2.5 LS Probe - Rn-Ramp3-C3,RNAscope LS 2.5 Target Probes,3,Rattus norvegicus,Ramp3,receptor (G protein-coupled) activity modifying protein 3,NM_020100.2,20,298,1215
477788-C2,RNAscope® 2.5 LS Probe - Mm-Pcdh10-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Pcdh10,protocadherin 10,NM_001098170.1,20,785,1761
477788-C3,RNAscope® 2.5 LS Probe - Mm-Pcdh10-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Pcdh10,protocadherin 10,NM_001098170.1,20,785,1761
477798-C2,RNAscope® 2.5 LS Probe - Rn-Calcr-C2,RNAscope LS 2.5 Target Probes,2,Rattus norvegicus,Calcr,calcitonin receptor,NM_053816.2,20,228,1188
477818-C2,RNAscope® 2.5 LS Probe - Hs-DIRAS1-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,DIRAS1,DIRAS family GTPase 1,NM_145173.3,20,74,1788
477828-C2,RNAscope® 2.5 LS Probe - Hs-DIRAS2-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,DIRAS2,DIRAS family GTPase 2,NM_017594.4,20,655,1764
477858-C2,RNAscope® 2.5 LS Probe - V-EBV-BKRF1-C2,RNAscope LS 2.5 Target Probes,2,Human herpesvirus 4,BKRF1,Human herpesvirus 4 complete wild type genome,NC_007605.1,16,96635,97568
477978-C3,RNAscope® 2.5 LS Probe - Mm-Kdm6b-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Kdm6b,KDM1 lysine (K)-specific demethylase 6B,NM_001017426.1,20,19,1133
477988-C2,RNAscope® 2.5 LS Probe - Mm-Map1lc3a-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Map1lc3a,microtubule-associated protein 1 light chain 3 alpha,NM_025735.3,18,38,1006
478028-C2,RNAscope® 2.5 LS Probe - Hs-NLRP3-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,NLRP3,NLR family pyrin domain containing 3,NM_004895.4,30,2627,4008
478028-C3,RNAscope® 2.5 LS Probe - Hs-NLRP3-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,NLRP3,NLR family pyrin domain containing 3,NM_004895.4,30,2627,4008
478058-C2,RNAscope® 2.5 LS Probe - Hs-MT-COX1-sense-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,MT-COX1-sense,"Homo sapiens mitochondrion, complete genome",NC_012920.1,20,6036,7401
478098-C2,RNAscope® 2.5 LS Probe - Mm-Reg3b-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Reg3b,regenerating islet-derived 3 beta,NM_011036.1,14,2,750
478118-C3,RNAscope® 2.5 LS Probe - V-HDV-HDAg-O1-C3,RNAscope LS 2.5 Target Probes,3,Hepatitis delta virus,HDAg,"Hepatitis delta virus antigen gene, complete cds, and autocleavage/ligation sites",L22063.1,8,554,932
478128-C2,RNAscope® 2.5 LS Probe - V-HDV-HDAg-C2,RNAscope LS 2.5 Target Probes,2,Hepatitis delta virus,HDAg,"Hepatitis delta virus antigen gene, complete cds, and autocleavage/ligation sites",L22063.1,8,1231,1586
478138-C2,RNAscope® 2.5 LS Probe - V-HDV-GT1-O1-C2,RNAscope LS 2.5 Target Probes,2,Hepatitis delta virus,V-HDV-GT1-O1,Hepatitis D Virus complete genome,AJ000558.1,11,381,1056
478158-C3,RNAscope® 2.5 LS Probe - Mm-Dlx5-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Dlx5,distal-less homeobox 5,NM_010056.3,19,149,1342
478178-C3,RNAscope® 2.5 LS Probe - Hs-UBC-No-XMm-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,UBC,ubiquitin C,NM_021009.6,7,105,498
478208-C3,RNAscope® 2.5 LS Probe - Mm-Esr1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Esr1,estrogen receptor 1 (alpha),NM_007956.5,20,678,1723
478268-C3,RNAscope® 2.5 LS Probe - Bt-IL17A-C3,RNAscope LS 2.5 Target Probes,3,Bos taurus,IL17A,interleukin 17A,NM_001008412.2,16,2,1010
478298-C2,RNAscope® 2.5 LS Probe - Hs-PRLR-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,PRLR,prolactin receptor,NM_001204315.1,20,2,1051
478328-C2,RNAscope® 2.5 LS Probe - Dr-trpm5-O1-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,trpm5,"transient receptor potential cation channel, subfamily M, member 5",OTTDARG00000011680|OTTDART00000013633,20,396,1386
478358-C2,RNAscope® 2.5 LS Probe - Mm-Slc18a2-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Slc18a2,"solute carrier family 18 (vesicular monoamine), member 2",NM_172523.3,20,870,1927
478408-C2,RNAscope® 2.5 LS Probe - Mm-Lhb-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Lhb,luteinizing hormone beta,NM_008497.2,12,26,503
478448-C2,RNAscope® 2.5 LS Probe - Mm-Triml1-E4-E6-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Triml1,tripartite motif family-like 1,NM_177742.4,19,848,1827
478448-C3,RNAscope® 2.5 LS Probe - Mm-Triml1-E4-E6-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Triml1,tripartite motif family-like 1,NM_177742.4,19,848,1827
478488-C2,RNAscope® 2.5 LS Probe - Mm-Mlkl-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Mlkl,mixed lineage kinase domain-like,NM_001310613.1,20,737,1699
478518-C3,RNAscope® 2.5 LS Probe - Mm-S100a8-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,S100a8,S100 calcium binding protein A8 (calgranulin A),NM_013650.2,8,2,372
478528-C2,RNAscope® 2.5 LS Probe - B-L.intracellularis-00461-C2,RNAscope LS 2.5 Target Probes,2,Lawsonia intracellularis N343,LAW_00461,"Lawsonia intracellularis N343, complete genome",CP004029.1,7,543706,544032
478548-C2,RNAscope® 2.5 LS Probe - Mm-Trpm6-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Trpm6,"transient receptor potential cation channel, subfamily M, member 6",NM_153417.1,20,2,928
478558-C3,RNAscope® 2.5 LS Probe - Mm-Gsg1l-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Gsg1l,GSG1-like,NM_001101488.1,20,622,1654
478568-C3,RNAscope® 2.5 LS Probe - Mm-Defb1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Defb1,defensin beta 1,NM_007843.3,14,2,919
478578-C2,RNAscope® 2.5 LS Probe - Hs-ETV4-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,ETV4,ETS variant 4,NM_001079675.1,20,431,1891
478598-C2,RNAscope® 2.5 LS Probe - Hs-ISL1-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,ISL1,ISL LIM homeobox 1,NM_002202.2,20,424,1629
478598-C3,RNAscopeÂ® 2.5 LS Probe - Hs-ISL1-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,ISL1,ISL LIM homeobox 1,NM_002202.2,20,424,1629
478638-C2,RNAscope® 2.5 LS Probe - HPV68-C2,RNAscope LS 2.5 Target Probes,2,Other,HPV68,,,0,0,0
478678-C2,RNAscope® 2.5 LS Probe - Mm-Dcx-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Dcx,doublecortin,NM_001110222.1,20,231,1209
478678-C3,RNAscope® 2.5 LS Probe - Mm-Dcx-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Dcx,doublecortin,NM_001110222.1,20,231,1209
478728-C2,RNAscope® 2.5 LS Probe - Mm-Pmch-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Pmch,pro-melanin-concentrating hormone,NM_029971.2,11,4,652
478738-C2,RNAscope® 2.5 LS Probe - V-ZIKA-pp-O2-sense-C2,RNAscope LS 2.5 Target Probes,2,Zika virus,pp,pp,LC002520.1,20,866,1763
478828-C2,RNAscope® 2.5 LS Probe - Mm-Dagla-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Dagla,"diacylglycerol lipase, alpha",NM_198114.2,20,396,1259
478828-C3,RNAscope® 2.5 LS Probe - Mm-Dagla-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Dagla,"diacylglycerol lipase, alpha",NM_198114.2,20,396,1259
478838-C2,RNAscope® 2.5 LS Probe - Mm-Mgll-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Mgll,monoglyceride lipase,NM_001166251.1,30,2,1357
478908-C3,RNAscope® 2.5 LS Probe - Mm-Htr1b-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Htr1b,5-hydroxytryptamine (serotonin) receptor 1B,NM_010482.1,20,76,965
478918-C2,RNAscope® 2.5 LS Probe - Hs-TMEM119-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,TMEM119,transmembrane protein 119,NM_181724.2,20,192,1584
478928-C2,RNAscope® 2.5 LS Probe - Rn-Tmem119-C2,RNAscope LS 2.5 Target Probes,2,Rattus norvegicus,Tmem119,transmembrane protein 119,NM_001107155.1,20,2,1075
478938-C2,RNAscope® 2.5 LS Probe - Rn-Trem2-C2,RNAscope LS 2.5 Target Probes,2,Rattus norvegicus,Trem2,triggering receptor expressed on myeloid cells 2,NM_001106884.1,20,2,947
478948-C4,RNAscope® 2.5 LS Probe - Mm-Bglap-O1-C4,RNAscope LS 2.5 Target Probes,4,Mus musculus,Bglap,bone gamma carboxyglutamate protein,NM_007541.3,10,2,485
478958-C2,RNAscope® 2.5 LS Probe - Hs-KMT2C-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,KMT2C,lysine methyltransferase 2C,NM_170606.2,20,6208,7210
479028-C2,RNAscope® 2.5 LS Probe - Mm-Axin2-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Axin2,axin 2,NM_015732.4,17,214,1112
479038-C2,RNAscope® 2.5 LS Probe - V-ZIKA-pp-C2,RNAscope LS 2.5 Target Probes,2,Zika virus,pp,pp,KJ776791.1,20,1550,2456
479048-C2,RNAscope® 2.5 LS Probe - V-ZIKA-pp-O1-sense-C2,RNAscope LS 2.5 Target Probes,2,Zika virus,pp,pp,KJ776791.1,20,4843,5755
479068-C3,RNAscope® 2.5 LS Probe - Mm-Mmp14-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Mmp14,matrix metallopeptidase 14 (membrane-inserted),NM_008608.4,20,347,1356
479088-C2,RNAscope® 2.5 LS Probe - Mm-Kcnab3-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Kcnab3,"potassium voltage-gated channel, shaker-related subfamily, beta member 3",NM_010599.4,20,655,1652
479098-C3,RNAscope® 2.5 LS Probe - Mm-Ank3-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Ank3,"ankyrin 3, epithelial",NM_170728.2,20,3617,4610
479108-C3,RNAscope® 2.5 LS Probe - Mm-Cpne7-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Cpne7,copine VII,NM_170684.2,20,455,1489
479118-C2,RNAscope® 2.5 LS Probe - Cl-POLR2A-C2,RNAscope LS 2.5 Target Probes,2,Canis lupus familiaris,POLR2A,RNA polymerase II subunit A,XM_852751.3,20,1846,2924
479168-C3,RNAscope® 2.5 LS Probe - Rn-Chrm5-C3,RNAscope LS 2.5 Target Probes,3,Rattus norvegicus,Chrm5,"cholinergic receptor, muscarinic 5",NM_017362.4,20,1460,2450
479228-C3,RNAscope® 2.5 LS Probe - Mm-Slc5a4a-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Slc5a4a,"solute carrier family 5, member 4a",NM_133184.2,20,2,1899
479308-C2,RNAscope® 2.5 LS Probe - Hs-PCCB-CDS-No-XMm-O1-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,PCCB,propionyl-CoA carboxylase beta subunit,NM_000532.4,7,24,1786
479318-C3,RNAscope® 2.5 LS Probe - V-HBV-GTD-C3,RNAscope LS 2.5 Target Probes,3,Hepatitis B virus,S,long surface protein; PreS1; L protein; LHBs; large S protein; pre-S1/pre-S2/S regions; L glycoprotein; L-HBsAG; LHBs,U95551.1,20,141,1402
479418-C3,RNAscope® 2.5 LS Probe - Hs-VIM-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,VIM,,,0,0,0
479478-C2,RNAscope® 2.5 LS Probe - Hs-ABCA4-O2-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,ABCA4,ATP binding cassette subfamily A member 4,NM_000350.2,11,3585,6608
479498-C2,RNAscope® 2.5 LS Probe - Hs-PLK5-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,PLK5,polo like kinase 5,NM_001243079.1,20,483,1917
